ID;Vyrobce;Model;Typ;Puvod;Nahon;Cena_prodej;Cena_autosalon;Motor;Valce;Horsepower;Mesto_MPG;Dalnice_MPG;Vaha;Delka
415;Volkswagen;Passat GLS 1.8T;Wagon;Europe;Front;25,0;22,8;1,8;4,0;170,0;22,0;31,0;3338,0;184,0
416;Volkswagen;Passat W8;Wagon;Europe;Front;40,2;37,0;4,0;8,0;270,0;18,0;25,0;4067,0;184,0
417;Volvo;XC90 T6;SUV;Europe;All;41,3;38,9;2,9;6,0;268,0;15,0;20,0;4638,0;189,0
418;Volvo;S40 4dr;Sedan;Europe;Front;25,1;23,7;1,9;4,0;170,0;22,0;29,0;2767,0;178,0
419;Volvo;S60 2.5 4dr;Sedan;Europe;All;31,7;29,9;2,5;5,0;208,0;20,0;27,0;3903,0;180,0
420;Volvo;S60 T5 4dr;Sedan;Europe;Front;34,8;32,9;2,3;5,0;247,0;20,0;28,0;3766,0;180,0
421;Volvo;S60 R 4dr;Sedan;Europe;All;37,6;35,4;2,5;5,0;300,0;18,0;25,0;3571,0;181,0
422;Volvo;S80 2.9 4dr;Sedan;Europe;Front;37,7;35,5;2,9;6,0;208,0;20,0;28,0;3576,0;190,0
423;Volvo;S80 2.5T 4dr;Sedan;Europe;All;37,9;35,7;2,5;5,0;194,0;20,0;27,0;3691,0;190,0
424;Volvo;C70 LPT convertible 2dr;Sedan;Europe;Front;40,6;38,2;2,4;5,0;197,0;21,0;28,0;3450,0;186,0
425;Volvo;C70 HPT convertible 2dr;Sedan;Europe;Front;42,6;40,1;2,3;5,0;242,0;20,0;26,0;3450,0;186,0
426;Volvo;S80 T6 4dr;Sedan;Europe;Front;45,2;42,6;2,9;6,0;268,0;19,0;26,0;3653,0;190,0
427;Volvo;V40;Wagon;Europe;Front;26,1;24,6;1,9;4,0;170,0;22,0;29,0;2822,0;180,0
428;Volvo;XC70;Wagon;Europe;All;35,1;33,1;2,5;5,0;208,0;20,0;27,0;3823,0;186,0
